,Unnamed: 0,Site_EUI,pos,Tax_Parcel,Years_Repo,Site_Energ,Gross_Sq_F,GHG_Emissi,ZIP,ShapeSTLen,EnergyStar,Pct_Gas,Reported,Pct_Electr,Address,GHG_Intens,Year_Built,Property_T,Water_Inte
360,360,47.4," -71.079125,42.278518",Not Available,2016,856775.7,18060.0,59.1,2124,415.214459, ,0.635055,Municipal,0.364945,9 Gallivan Boulevard,3.3,2000,Fire Station,0.0
361,361,136.8," -71.0623832222975,42.3080605782734",Not Available,2016,1369478.2,10008.0,84.4,2122,259.625389, ,0.80454,Municipal,0.19546,7 Parish St,8.4,2000,Fire Station,0.0
362,362,63.3," -71.0639231818182,42.2866708181818",Not Available,2016,683109.9,10800.0,47.5,2124,241.569287, ,0.533443,Municipal,0.289913,1884 Dorchester Ave,4.4,2000,Fire Station,0.0
363,363,97.0," -71.047356,42.28856",Not Available,2016,1164356.8,12000.0,71.7,2122,425.541339, ,0.805423,Municipal,0.194577,301 Neponset Ave,6.0,2000,Fire Station,0.0
364,364,84.2," -71.0766369,42.307077",Not Available,2016,1010300.0,12000.0,60.0,2125,259.419614, ,0.856181,Municipal,0.143819,641 Columbia Rd,5.0,2000,Fire Station,0.0
365,365,41.0," -71.0776298571429,42.3406751428571",Not Available,2016,430622.6,10500.0,35.7,2118,459.798476, ,0.319537,Municipal,0.680463,700 Tremont St,3.4,2000,Fire Station,0.0
366,366,114.3," -71.0811192,42.3327667",Not Available,2016,1440722.0,12600.0,92.7,2121,310.541129, ,0.743447,Municipal,0.256553,36 Washington St,7.4,2000,Fire Station,0.0
367,367,87.6," -71.1302824,42.2978789",Not Available,2016,1176056.3,13424.0,80.2,2119,436.898819, ,0.65371,Municipal,0.34629,746 Centre St,6.0,2000,Fire Station,0.0
368,368,135.7," -71.1532817345459,42.3434604563618",Not Available,2016,1532421.4,11292.0,94.9,2135,301.008011, ,0.798344,Municipal,0.201656,138 Chestnut Hill Ave,8.4,2000,Fire Station,0.0
369,369,115.2," -71.1565574539866,42.28402565",Not Available,2016,1105498.4,9600.0,72.0,2132,301.002722, ,0.724379,Municipal,0.275621,1940 Centre St,7.5,2000,Fire Station,0.0
370,370,137.7," -71.0719080030377,42.3833159031536",Not Available,2016,1502679.9,10914.0,98.3,2129,362.260883, ,0.717718,Municipal,0.282282,525 Main St,9.0,2000,Fire Station,0.0
371,371,126.3," -71.0926912,42.3469348",Not Available,2016,1462941.3,11580.0,113.5,2115,279.916287, ,0.119075,Municipal,0.262522,941 Boylston St,9.8,2000,Fire Station,0.0
372,372,106.5," -71.0973995258981,42.3371693546591",Not Available,2016,1684757.2,15824.0,101.7,2115,269.372691, ,0.834364,Municipal,0.165636,560 Huntington Ave,6.4,2000,Fire Station,0.0
373,373,97.8," -71.0413626,42.3470211",Not Available,2016,1529045.3,15640.0,101.7,2127,393.802226, ,0.693308,Municipal,0.306692,272 D Street,6.5,2000,Fire Station,0.0
374,374,115.5," -71.0978006,42.3262952",Not Available,2016,1199568.8,10384.0,77.0,2119,466.785783, ,0.746101,Yes,0.253899,1870 Columbus Ave,7.4,2000,Fire Station,0.0
375,375,80.5," -71.1307264444444,42.2368022222222",Not Available,2016,543171.0,6750.0,35.6,2122,225.684894, ,0.714324,Municipal,0.285676,209 Neponset Valley Parkway,5.3,2000,Fire Station,0.0
376,376,65.0," -71.0395386521739,42.3698525217391",Not Available,2016,779994.2,12000.0,51.0,2129,213.266454, ,0.719877,Municipal,0.280123,34 Winthrop St,4.2,2000,Fire Station,0.0
377,377,121.9," -71.1678192507277,42.35123714908",Not Available,2016,1042153.4,8550.0,64.6,2135,284.186305, ,0.79662,Municipal,0.20338,425 Faneuil St,7.6,2000,Fire Station,0.0
378,378,230.8," -71.0893827142857,42.2911",Not Available,2016,1790751.4,7760.0,115.0,2124,323.758856, ,0.746056,Municipal,0.253944,975 Blue Hill Ave,14.8,2000,Fire Station,0.0
379,379,90.2," -71.1219269,42.278059",Not Available,2016,1681772.6,18644.0,109.3,2131,434.717107, ,0.727328,Municipal,0.272672,945 Canterbury St,5.9,2000,Fire Station,0.0
380,380,156.8," -71.003919,42.387914",Not Available,2016,1073128.2,6844.0,65.9,2128,292.226051, ,0.810248,Municipal,0.189752,1 Ashley St,9.6,2000,Fire Station,0.0
381,381,274.5," -71.090754,42.345642",Not Available,2016,3579880.3,13040.0,260.3,2115,444.088976, ,0.550745,Municipal,0.449255,59 Fenway,20.0,2000,Fire Station,0.0
382,382,267.6," -71.0510588255466,42.366507945767",Not Available,2016,535274.6,2000.0,51.8,2109,1118.611951, ,0.0,Municipal,1.0,50 Battery St,25.9,2000,Fire Station,0.0
383,383,18.7," -71.0374643373697,42.3481506520801",Not Available,2016,93502.4,5000.0,9.0,2210,304.170821, ,0.0,Municipal,1.000001,302 Northern Ave,1.8,2000,Fire Station,0.0
384,384,58.2," -71.104519,42.3451842",Not Available,2016,629699.3,10822.0,40.7,2215,404.835235, ,0.734636,Municipal,0.265364,440 Park Dr,3.8,2000,Other,0.0
385,385,2.3," -71.0646277,42.3529947",Not Available,2016,55489.4,24000.0,5.4,2120,154.738901, ,0.0,Municipal,0.999999,Boylston  /  Tremont St,0.2,2000,Other,0.0
386,386,8.9," -71.0389389,42.374924",Not Available,2016,1000981.3,112500.0,93.7,2128,740.673206, ,0.0,Municipal,0.860481,143 Porter St,0.8,2000,Other,0.0
387,387,149.2," -71.0366236122449,42.3729767346939",Not Available,2016,2416514.2,16194.0,164.9,2128,571.537881, ,0.653338,Municipal,0.346662,69 Paris St,10.2,2000,Police Station,0.0
388,388,87.4," -71.0777336194819,42.3263437044145",Not Available,2016,1747053.1,20000.0,138.3,2129,486.14553, ,0.40285,Municipal,0.59715,20 Vine St,6.9,2000,Police Station,0.0
389,389,43.3," -71.1167902290622,42.2484606235702",Not Available,2016,2575807.5,59500.0,204.2,2136,839.742262, ,0.0,Municipal,0.224303,85 Williams Ave,3.4,2000,Police Station,0.0
390,390,56.6," -71.0811192,42.3327667",Not Available,2016,237732.8,4200.0,17.5,2118,320.773785, ,0.530007,Municipal,0.469993,1960 Washington St,4.2,2000,Police Station,0.0
391,391,171.7," -71.0589563333333,42.297663",Not Available,2016,2633113.8,15339.0,191.5,2122,601.964113, ,0.550413,Municipal,0.449587,40 Gibson St,12.5,2000,Police Station,0.0
392,392,118.9," -71.1285731902464,42.2467190256879",Not Available,2016,3686822.3,31000.0,238.6,2136,1648.138982, ,0.734101,Municipal,0.265899,1555 Hyde Park Ave,7.7,2000,Police Station,0.0
393,393,158.5," -71.0811192,42.3327667",Not Available,2016,2197144.5,13858.0,147.8,2201,492.167169, ,0.675377,Municipal,0.324623,301 Washington St,10.7,2000,Police Station,0.0
394,394,106.8," -71.1235565,42.257661",Not Available,2016,2499411.4,23400.0,164.5,2136,376.826244, ,0.708847,Municipal,0.291153,1249 Hyde Park Ave,7.0,2000,Police Station,0.0
395,395,214.1," -71.1335342439024,42.3016826829268",Not Available,2016,736640.0,3440.0,56.5,2120,417.480431, ,0.0,Municipal,0.108987,165 Allandale St,16.4,2000,Police Station,0.0
396,396,0.0," -71.0413626,42.3470211",Not Available,2016,0.0,18084.0,0.0,2127,428.341957, ,0.0,Municipal,0.0,273 D St,0.0,2000,Police Station,0.0
397,397,80.3," -71.081592,42.271411",Not Available,2016,249982.8,3115.0,15.7,2126,969.449706, ,0.776853,Municipal,0.223146,249 River St,5.0,2000,Police Station,0.0
398,398,75.4," -71.0547382,42.2858246",Not Available,2016,542054.6,7189.0,35.2,2122,369.530299, ,0.729447,Yes,0.270553,690 Adams St,4.9,2000,Library,0.0
399,399,108.1," -71.0646208,42.375776",Not Available,2016,1711202.1,15831.0,125.0,2129,362.393099, ,0.543711,Municipal,0.456289,179 Main St,7.9,2000,Library,0.0
400,400,81.5," -71.0811192,42.3327667",Not Available,2016,1629880.3,20000.0,123.2,2124,664.426802, ,0.484269,Municipal,0.515731,690 Washington St,6.2,2000,Library,0.0
401,401,102.7," -71.1302824,42.2978789",Not Available,2016,948630.3,9240.0,59.8,2130,297.926589, ,0.771533,Municipal,0.228466,433 Centre St,6.5,2000,Library,0.0
402,402,118.5," -71.1426095000835,42.3493677237099",Not Available,2016,3073503.0,25933.0,207.6,2116,703.254959, ,0.669269,Municipal,0.330731,65 Warren St,8.0,2000,Library,0.0
403,403,34.1," -71.0392708181818,42.3767076363636",Not Available,2016,331637.8,9720.0,19.7,2128,301.21633, ,0.854245,Municipal,0.145755,276 Meridian St,2.0,2000,Library,0.0
404,404,101.0," -71.0978006,42.3262952",Not Available,2016,606196.1,6000.0,40.7,2119,339.613925, ,0.677833,Municipal,0.322166,2044 Columbus Ave,6.8,2000,Library,0.0
405,405,34.8," -71.1326887885031,42.3547642849642",Not Available,2016,1042720.8,30000.0,100.9,2134,590.117233, ,0.0,Municipal,1.0,35 Harvard Ave,3.4,2000,Library,0.0
406,406,93.6," -71.0592010625,42.3581071875",Not Available,2016,906454.4,9680.0,67.7,2108,188.180308,53,0.0,Municipal,0.271577,20 City Hall Ave,7.0,2000,Office,0.0
407,407,123.6," -71.0686209312465,42.273681325046",Not Available,2016,1228917.6,9940.0,80.1,2124,559.70062, ,0.722913,Municipal,0.277087,23 Richmond St,8.1,2000,Library,0.0
408,408,166.3," -71.0935748846154,42.2785255769231",Not Available,2016,3492234.5,21000.0,230.1,2126,967.049252, ,0.707369,Municipal,0.292631,1350 Blue Hill Ave,11.0,2000,Library,0.0
409,409,112.0," -71.0549869,42.364013",Not Available,2016,851553.1,7600.0,56.8,2113,362.612535, ,0.688976,Municipal,0.311024,25 Parmenter St,7.5,2000,Library,0.0
410,410,5.8," -71.005863,42.38606",Not Available,2016,57512.0,10000.0,4.3,2128,204.370445, ,0.49381,Municipal,0.506188,18 Barnes Ave,0.4,2000,Library,0.0
411,411,0.0," -71.0602524,42.3582926",Not Available,2016,0.0,9136.0,0.0,2120,291.374688, ,0.0,Yes,0.0,1497 Tremont St,0.0,2000,Library,0.0
412,412,72.7," -71.0811192,42.3327667",Not Available,2016,988412.5,13600.0,67.1,2131,440.294765, ,0.661566,Municipal,0.338434,4246 Washington St,4.9,2000,Library,0.0
413,413,53.5," -71.0769501875,42.3410495",Not Available,2016,606404.2,11342.0,48.2,2118,341.107758, ,0.394127,Municipal,0.605873,685 Tremont St,4.3,2000,Library,0.0
414,414,60.4," -71.1302824,42.2978789",Not Available,2016,1401134.3,23193.0,92.5,2132,653.717181, ,0.704857,Municipal,0.295143,1961 Centre St,4.0,2000,Library,0.0
415,415,106.1," -71.0627095043575,42.3412464990747",Not Available,2016,44754876.9,422000.0,2791.9,2118,1883.718442, ,0.78759,Municipal,0.21241,400 Frontage Rd,6.6,2000,Other,0.0
416,416,90.3," -71.1770493103373,42.2805679061936",Not Available,2016,271049.3,3000.0,26.2,2132,595.982424, ,0.0,Municipal,1.0,315 Gardner St,8.7,2000,Other,0.0
417,417,233.6," -71.0580007254411,42.2980849039736",Not Available,2016,350393.0,1500.0,26.4,2122,838.851432, ,0.490877,Municipal,0.509123,58 Gibson St,17.6,2000,Other,0.0
418,418,0.0," -71.0669605714286,42.3266692959184",Not Available,2016,0.0,195000.0,0.0,2118,1354.288194, ,0.0,Municipal,0.0,1010 Massachusetts Ave,0.0,2000,Other,0.0
419,419,173.3," -71.0704366575871,42.3271690182946",Not Available,2016,892595.6,5150.0,49.4,2119,311.936883, ,0.94903,Municipal,0.05097,105 Magazine St,9.6,2000,Other,0.0
420,420,0.6," -71.0811192,42.3327667",Not Available,2016,911.0,1428.0,0.1,2124,163.740838, ,0.0,Municipal,1.000004,719 Washington Street,0.1,2000,Other,0.0
421,421,216.4," -71.12072825,42.2940245",Not Available,2016,2163789.7,10000.0,136.7,2131,400.248725, ,0.769021,Municipal,0.230979,26 Mahler Rd,13.7,2000,Other,0.0
422,422,7.7," -71.116947,42.320032",Not Available,2016,945561.5,122183.0,55.3,2130,304.653149, ,0.875776,Municipal,0.124224,350 Jamaicaway,0.5,2000,Other,0.0
423,423,60.9," -71.116467023304,42.253311205273",Not Available,2016,1096729.1,18000.0,77.4,2108,255.638093, ,0.599419,Municipal,0.400581,33 Beacon St,4.3,2000,Other,0.0
424,424,278.0," -71.0766369,42.307077",Not Available,2016,5004878.2,18000.0,344.3,2125,660.332005, ,0.640835,Municipal,0.359165,543 Columbia Rd,19.1,2000,Other,0.0
425,425,78.7," -71.1522586,42.3371499",Not Available,2016,1031062.9,13100.0,64.0,2135,299.261925, ,0.794035,Municipal,0.205965,20 Chestnut Hill Ave,4.9,2000,Other,0.0
426,426,193.3," -71.0899759,42.28898",Not Available,2016,2899342.9,15000.0,201.3,2124,496.311181, ,0.625866,Municipal,0.374134,1163 Blue Hill Ave,13.4,2000,Police Station,0.0
427,427,77.0," -71.038765755102,42.3356510204082",Not Available,2016,831187.4,10800.0,57.0,2127,419.97602, ,0.645823,Municipal,0.354177,646 East Broadway,5.3,2000,Library,0.0
428,428,92.5," -71.070829,42.326834",Not Available,2016,749252.8,8100.0,47.1,2119,272.640599,63,0.776774,Municipal,0.223226,125 Magazine St,5.8,2000,Office,0.0
429,429,34.5," -71.07405875,42.385242",304840000,"2014, 2015, 2016",1749345.5,50670.0,169.2,2111,363.493066,92,0.0,Yes,1.0,26 West Street,3.3,1910,Office,22.384054
430,430,0.0," -71.0595677,42.3604823", ,2014,0.0,0.0,0.0,2109,439.959718, ,0.0,No,0.0, ,0.0, , ,0.0
431,431,149.7," -71.0888979,42.34016",Not Available,"2014, 2015, 2016",736756976.4,4921206.0,50014.4,2115,31830.5928, ,0.661408,Yes,0.338449,360 Huntington Avenue,10.2,1956,College/University,26.817044
432,432,96.7," -71.0674920452801,42.3661049182307",300450972,"2014, 2015, 2016",6448698.5,66655.0,364.154059,2114,927.519371, ,0.651387,Yes,0.348613,10 Whittier Place,5.463267,1964,Fitness Center/Health Club/Gym,23.611132
433,433,0.0," -71.0365091082855,42.34064525",603405000,"2015, 2016",0.0,97000.0,0.0,2109,1430.957565, ,0.0,Yes,0.0,775 Summer Street,0.0,1995,Distribution Center,0.0
434,434,114.0," -71.0911492640818,42.34209615",Not Available,"2014, 2015, 2016",11318109.3,99293.0,685.8,2115,1440.950533, ,0.828539,Yes,0.171461,90 The Fenway,6.9,1923,College/University,26.167001
435,435,8.4," -71.0811192,42.3327667",03-04736-000,"2014, 2015, 2016",569509.7,67863.3,38.7,2108,510.187267, ,0.658144,Yes,0.341856,399 washington St,0.6,1918,Other,2.244217
436,436,0.0," -71.0595677,42.3604823", ,2014,0.0,0.0,0.0,2127,2541.412166, ,0.0,No,0.0, ,0.0, , ,0.0
437,437,41.4," -71.1219988765206,42.2628125570693",Not Available,2016,3324812.2,80364.0,202.4,2116,673.488622,99,0.822422,Municipal,0.177578,152 Arlington St.,2.5,1911,K-12 School,0.0
438,438,47.7," -71.0349028421053,42.3656940526316",Not Available,2016,1971692.7,41336.0,118.3,2128,510.74026,99,0.842221,Municipal,0.157779,165 Webster St.,2.9,1910,K-12 School,0.0
439,439,89.8," -71.1142516,42.3073557",Not Available,2016,10362894.5,115400.0,625.1,2130,1228.337701,57,0.834825,Municipal,0.165175,20 Child St.,5.4,1972,K-12 School,0.0
440,440,58.1," -71.0374754285714,42.3713688571429",Not Available,2016,985370.9,16948.0,54.0,2128,435.131273,100,0.961668,Municipal,0.038332,37 Gove St.,3.2,1924,K-12 School,0.0
441,441,67.2," -71.0949520008089,42.3467794452154",Not Available,2016,8718805.9,129800.0,588.8,2215,886.098048,63,0.669656,Municipal,0.330344,174 Ipswich St.,4.5,1998,K-12 School,0.0
442,442,48.6," -71.1390161632653,42.3433933469388",Not Available,2016,1349061.6,27777.0,82.5,2135,556.24714,98,0.816049,Municipal,0.183951,121 Corey Road,3.0,1926,K-12 School,0.0
443,443,65.7," -71.1190259,42.283092",Not Available,2016,965694.4,14700.0,73.8,2131,528.903499,69,0.465779,Municipal,0.534221,515 Hyde Park Ave.,5.0,1969,K-12 School,0.0
444,444,79.3," -71.1351101788692,42.2776778",Not Available,2016,2214682.3,27936.0,131.6,2131,538.085349,85,0.855428,Municipal,0.144572,426 Beech St.,4.7,1929,K-12 School,0.0
445,445,72.4," -71.15505,42.2630153571429",Not Available,2016,2710015.2,37452.0,163.3,2132,1014.221862,87,0.835973,Municipal,0.164027,5125 Washington St.,4.4,1925,K-12 School,0.0
446,446,102.3," -71.0726169722222,42.3410388333333",Not Available,2016,19866983.9,194260.0,1244.4,2118,1703.415992,34,0.781719,Municipal,0.218281,380 Shawmut Ave.,6.4,1975,K-12 School,0.0
447,447,51.3," -71.0060059230769,42.3914014615385",Not Available,2016,1698869.5,33128.0,108.2,2128,506.852637,96,0.757386,Municipal,0.242614,110 Beachview Rd.,3.3,1958,K-12 School,0.0
448,448,40.4," -71.1454647543033,42.34928775",Not Available,2016,8744040.9,216213.0,565.4,2135,2363.703757,95,0.735381,Municipal,0.264619,25 Warren St.,2.6,1930,K-12 School,0.0
449,449,37.6," -71.1681338,42.3505988",Not Available,2016,7605360.6,202304.0,597.3,2121,1728.114894,84,0.417,Municipal,0.583,60 Washington St.,3.0,1934,K-12 School,0.4
450,450,105.7," -71.083091,42.34037125",Not Available,2016,1525164.0,14435.0,147.6,2118,812.527828,2,0.0,Municipal,1.0,396 Northampton St.,10.2,1900,K-12 School,0.0
451,451,56.1," -71.1070314481826,42.323782656458",Not Available,2016,1828155.1,32582.0,109.7,2136,551.040956,97,0.84227,Municipal,0.15773,35 Sunnyside St.,3.4,1926,K-12 School,0.0
452,452,115.1," -71.0610625314593,42.3804708828528",Not Available,2016,26114048.0,226822.0,1635.6,2129,944.577337,15,0.781859,Municipal,0.218141,240 Medford St.,7.2,1978,K-12 School,0.0
453,453,37.2," -71.1044606471225,42.26736705",Not Available,2016,1809730.8,48697.0,113.5,2126,923.312644,100,0.779729,Municipal,0.220271,154 Ruskindale Rd.,2.3,1931,K-12 School,0.0
454,454,47.2," -71.0583120984321,42.3230902870531",Not Available,2016,1390106.3,29448.0,85.3,2125,356.374324,99,0.810513,Municipal,0.189487,35 Harvest St.,2.9,1896,K-12 School,0.0
455,455,78.6," -71.069427,42.3564905",Not Available,2016,7196332.0,91562.0,451.6,2122,1156.709729,66,0.779216,Municipal,0.220784,9 Charles St.,4.9,1972,K-12 School,0.0
456,456,97.7," -71.0613456050091,42.300687612814",Not Available,2016,7864413.5,80472.0,474.7,2122,1007.730912,53,0.833921,Municipal,0.166079,11 Charles St.,5.9,1925,K-12 School,0.0
457,457,120.8," -71.0517183,42.3379255",Not Available,2016,16965133.2,140426.0,1030.2,2127,1537.793612,30,0.82554,Municipal,0.17446,220 D St.,7.3,1975,K-12 School,0.0
458,458,67.3," -71.1273414414001,42.274598",Not Available,2016,1702041.4,25281.0,103.7,2131,461.863468,91,0.820309,Municipal,0.179691,450 Poplar St.,4.1,1932,K-12 School,0.0
459,459,65.8," -71.1135843022332,42.3189700199921",Not Available,2016,2267996.1,34445.0,151.0,2130,755.006873,81,0.6918,Municipal,0.3082,40 Pershing Rd.,4.4,1970,K-12 School,0.0
460,460,44.7," -71.1302824,42.2978789",Not Available,2016,5459584.3,122183.0,331.5,2130,1345.029481,97,0.825667,Municipal,0.174333,493 Centre St.,2.7,1931,K-12 School,0.0
461,461,98.0," -71.0450775237281,42.3189002095134",Not Available,2016,11114862.7,113400.0,664.3,2125,1532.802052,50,0.847568,Municipal,0.152432,325 Mt. Vernon St.,5.9,1957,K-12 School,0.0
462,462,71.0," -71.0767833109449,42.287932028716",Not Available,2016,10160901.2,143173.0,624.4,2124,1631.131483,74,0.808875,Municipal,0.191125,9 Peacevale Rd.,4.4,1925,K-12 School,0.0
463,463,114.0," -71.0767833109449,42.287932028716",Not Available,2016,1172741.6,10287.0,73.7,2124,1027.787722,52,0.776556,Municipal,0.223444,9 Peacevale Rd.,7.2,1995,K-12 School,0.0
464,464,73.4," -71.0349512816881,42.3811091",Not Available,2016,15600394.2,212505.0,924.7,2128,2069.183439,73,0.858882,Municipal,0.141118,86 White St.,4.4,1926,K-12 School,0.0
465,465,65.8," -71.1601794260347,42.3458102784874",Not Available,2016,6608060.8,100500.0,389.5,2135,1445.885931,88,0.866487,Municipal,0.133513,60 Glenmont Rd.,3.9,1932,K-12 School,0.0
466,466,60.3," -71.06658875,42.379592875",Not Available,2016,4921099.8,81668.0,300.5,2129,1432.367451,90,0.818029,Municipal,0.181971,28 Walker St.,3.7,1932,K-12 School,0.0
467,467,63.0," -71.0334920434783,42.3697221521739",Not Available,2016,2294407.2,36400.0,162.9,2128,668.83331,75,0.589651,Municipal,0.410349,135 Gove St.,4.5,1998,K-12 School,0.0
468,468,68.4," -71.0920269319896,42.2718676016367",Not Available,2016,2520272.9,36820.0,176.0,2126,764.228563,70,0.617036,Municipal,0.382964,108 Babson St.,4.8,1998,K-12 School,0.0
469,469,84.5," -71.0899759,42.28898",Not Available,2016,2958772.5,35000.0,198.5,2119,574.039415,57,0.67937,Municipal,0.32063,263 Blue Hill Ave.,5.7,1998,K-12 School,0.0
470,470,54.4," -71.0536115,42.36648625",Not Available,2016,1881221.9,34603.0,117.3,2113,490.958878,95,0.788158,Municipal,0.211842,18 Charter St.,3.4,1932,K-12 School,0.0
471,471,56.8," -71.0936150084534,42.3148669718219",Not Available,2016,2906107.5,51123.0,173.4,2119,756.925385,95,0.850141,Municipal,0.149859,302 Walnut Ave.,3.4,1932,K-12 School,0.0
472,472,74.8," -71.0731502256427,42.3232956588771",Not Available,2016,1743670.7,23320.0,109.7,2119,403.212496,83,0.775204,Municipal,0.224796,6 Shirley St.,4.7,1924,K-12 School,0.0
473,473,63.4," -71.1127388148148,42.2564587037037",Not Available,2016,1989880.0,31410.0,120.3,2125,581.397074,93,0.832312,Municipal,0.167688,71 Pleasant St.,3.8,1909,K-12 School,0.0
474,474,47.9," -71.1060822719072,42.3339878655327",Not Available,2016,1679232.9,35055.0,106.2,2115,675.428838,97,0.767553,Municipal,0.232447,10 Fenwood Rd.,3.0,1904,K-12 School,0.0
475,475,59.1," -71.0723468325446,42.286346860405",Not Available,2016,1872001.6,31654.0,111.3,2115,522.177563,96,0.855074,Municipal,0.144926,20 Dunbar,3.5,1916,K-12 School,0.0
476,476,76.6," -71.1031737445326,42.308974467017",Not Available,2016,1523075.8,19887.0,90.1,2130,383.489696,90,0.861152,Municipal,0.138848,25 Glen Rd.,4.5,1892,K-12 School,0.0
477,477,57.4," -71.1339736908287,42.36075595",Not Available,2016,3397885.6,59196.0,204.2,2134,576.939234,94,0.840287,Municipal,0.159713,30 Athol,3.4,1906,K-12 School,0.0
478,478,59.3," -71.1607280866949,42.35212805",Not Available,2016,2805103.1,47314.0,165.9,2135,1179.966305,95,0.861822,Municipal,0.138178,95 Beechcroft,3.5,1925,K-12 School,0.0
479,479,46.2," -71.0744951,42.2973205",Not Available,2016,5005829.4,108387.0,311.8,2127,1143.353434,96,0.789659,Municipal,0.210341,215 Dorchester,2.9,1936,K-12 School,0.0
480,480,36.8," -71.1173949745508,42.26519695",Not Available,2016,1880066.6,51128.0,114.7,2136,1104.592257,100,0.819439,Yes,0.180561,612 METROPOLITAN AVE,2.2,1957,K-12 School,0.0
481,481,51.5," -71.0805238,42.2968754",Not Available,2016,3009782.7,58452.0,182.2,2121,743.352666,97,0.829628,Municipal,0.170372,186 GLENWAY ST,3.1,1925,K-12 School,0.0
482,482,53.8," -71.1269262367248,42.25660185",Not Available,2016,1732833.4,32216.0,107.2,2136,959.097485,96,0.798923,Municipal,0.201077,40 Gordon Ave.,3.3,1956,K-12 School,0.0
483,483,68.4," -71.1034179494936,42.3205762659915",Not Available,2016,2506622.9,36628.0,151.5,2128,731.061083,90,0.831756,Municipal,0.168244,5 Ashley St.,4.1,1921,K-12 School,0.0
484,484,68.0," -71.07552,42.273482",Not Available,2016,1569355.9,23084.0,100.4,2119,461.568827,87,0.751009,Municipal,0.248991,51 Cedar St.,4.3,1909,K-12 School,0.0
485,485,69.4," -71.1078386027314,42.28630805",Not Available,2016,2707487.3,38993.0,193.5,2131,858.860349,64,0.579209,Municipal,0.420791,570 American Legion HWY.,5.0,1971,K-12 School,0.0
486,486,52.5," -71.154188963701,42.339999590021",Not Available,2016,1658560.3,31570.0,97.2,2135,520.983422,98,0.87377,Municipal,0.12623,198 Strathmore Rd.,3.1,1924,K-12 School,0.0
487,487,85.7," -71.1329835714286,42.2335274285714",Not Available,2016,1292068.4,15077.0,82.8,2136,691.099027,73,0.74818,Municipal,0.25182,37 Millstone Rd.,5.5,1947,K-12 School,0.0
488,488,215.0," -71.107378,42.326873",Not Available,2016,29626744.6,137800.0,1590.3,2130,2870.144648,6,0.987112,Municipal,0.012888,200 Heath St.,11.5,1972,K-12 School,0.0
489,489,63.4," -71.0594840172414,42.3577339482759",Not Available,2016,4076838.6,64313.0,236.4,2119,972.283752,93,0.888237,Municipal,0.111763,61 School St.,3.7,1923,K-12 School,0.0
490,490,66.4," -71.0914233268856,42.3177307700315",Not Available,2016,1525667.0,22968.0,91.4,2119,442.993028,93,0.843631,Municipal,0.156369,160 Harrishof St.,4.0,1922,K-12 School,0.0
491,491,108.6," -71.0717910454545,42.3056339090909",Not Available,2016,15052307.5,138585.0,895.7,2121,2219.917177,49,0.853484,Municipal,0.146516,85 Olney St.,6.5,1972,K-12 School,0.0
492,492,48.9," -71.097763,42.313349",Not Available,2016,2948235.3,60280.0,180.3,2124,782.951932,97,0.815878,Municipal,0.184122,40 School St,3.0,1906,K-12 School,0.0
493,493,76.1," -71.0780029,42.339429",Not Available,2016,3199112.1,42043.0,188.7,2118,975.806836,86,0.865615,Municipal,0.134385,70 Worcester St.,4.5,1961,K-12 School,0.0
494,494,66.5," -71.1178788675885,42.2630655",Not Available,2016,12407401.9,186589.0,806.6,2136,1949.943731,66,0.727396,Municipal,0.272604,655 Metropolitan Ave.,4.3,1929,K-12 School,0.0
495,495,58.1," -71.1244816704678,42.2836816406202",Not Available,2016,6412474.2,110370.0,387.9,2131,1361.958122,91,0.83099,Municipal,0.16901,105 Cummins HWY,3.5,1936,K-12 School,0.0
496,496,158.7," -71.1367839375,42.352547125",Not Available,2016,32968337.4,207798.0,1850.2,2134,1949.923411,10,0.931,Municipal,0.069,40 Armington St.,8.9,1975,K-12 School,0.0
497,497,66.6," -71.1061182769018,42.3218787522172",Not Available,2016,3275808.8,49194.0,191.2,2130,1093.92688,92,0.879661,Municipal,0.120339,7 Bolster St.,3.9,1963,K-12 School,0.0
498,498,38.2," -71.0309704285714,42.3785311428571",Not Available,2016,1383320.2,36190.0,86.6,2128,480.629387,100,0.782393,Municipal,0.217607,343 Saratoga St.,2.4,1926,K-12 School,0.0
499,499,39.3," -71.0535012319019,42.2866465749196",Not Available,2016,1475145.4,37578.0,93.5,2122,613.558803,99,0.765213,Municipal,0.234787,19 Oakton Ave.,2.5,1926,K-12 School,0.0
500,500,85.2," -71.0713355,42.383117",Not Available,2016,7957879.5,93350.0,474.9,2129,1300.910053,68,0.849573,Municipal,0.150427,50 Bunker Hill St.,5.1,1972,K-12 School,0.0
501,501,54.9," -71.1628799742457,42.2715531961272",Not Available,2016,1375707.9,25068.0,87.9,2132,410.259018,95,0.752994,Municipal,0.247006,35 Baker St.,3.5,1935,K-12 School,0.0
502,502,48.4," -71.0760752556602,42.3114110157626",Not Available,2016,5487007.7,113462.0,333.5,2121,1888.134482,96,0.824457,Municipal,0.175543,77 Lawrence Ave.,2.9,1937,K-12 School,0.0
503,503,40.8," -71.0863279276701,42.3169020827025",Not Available,2016,13575393.8,332366.0,881.2,2121,2052.001825,93,0.729599,Municipal,0.270401,205 Townsend St.,2.7,1926,K-12 School,0.0
